"H0000200","H0013201","R0000100","R0000149","R0173600","R0214700","R0214800","T2210000","T2210700","T3107800","T3108600","T4112300","T4113100","T5022600","T5023500","T5770800","T5771400","T7743900","T8218700"
2004,2016,1770,1770,5,3,2,68868,11,69000,11,-2,11,-5,-5,60000,11,-4,-3
-4,-4,1771,1770,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,1772,1772,2,3,1,7632,12,9004,12,9960,12,1764,12,-2,12,-4,18000
-4,-4,1773,1773,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,1774,1774,8,1,2,82000,15,101780,15,80000,15,90000,15,85000,15,-4,110000
2004,-4,1775,1775,8,1,2,87000,13,-5,-5,103800,13,-5,-5,-5,-5,-5,-5
2002,2012,1776,1776,5,3,2,-2,17,166100,17,135100,17,90600,17,178030,17,-4,209050
-4,-4,1777,1776,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,1778,1778,5,3,2,16000,14,10212,14,3000,14,0,14,0,14,-4,0
2000,2010,1779,1779,4,1,1,106000,11,98000,11,115000,11,107000,11,136000,11,-4,62000
2004,2012,1780,1780,1,3,1,60000,14,55000,14,60000,14,56935,14,30500,14,-4,32000
2002,2008,1781,1781,1,3,1,75300,15,65600,15,95000,15,89000,15,110000,15,-4,99000
-4,2012,1782,1782,4,1,1,-5,-5,16000,12,-2,12,-5,-5,-5,-5,-5,-5
2000,-4,1783,1783,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,1784,1784,1,3,1,-2,15,-2,15,144852,15,105800,15,124000,15,-4,134000
2002,2012,1785,1785,5,3,2,27000,19,37000,19,45000,19,38000,19,47000,19,-4,122000
2004,2014,1786,1785,5,3,2,158000,12,106000,12,112000,12,95000,12,105000,12,-4,50000
2004,2012,1787,1787,5,3,2,56000,17,62000,17,47399,17,30000,17,33000,17,-4,30000
2006,2014,1788,1788,1,3,1,61700,12,70650,12,74000,12,86500,12,-2,12,-4,319000
-4,2018,1789,1789,5,3,2,-5,-5,76000,12,-5,-5,-5,-5,-5,-5,-4,220300
2002,2012,1790,1790,1,3,1,53000,12,40000,12,76044,12,80100,12,57400,12,-4,57000
-4,-4,1791,1791,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,1792,1792,1,3,1,93000,14,71000,14,45000,14,40000,14,45000,14,-4,60000
2004,2016,1793,1793,5,3,2,52000,14,-5,-5,-5,-5,-5,-5,106000,15,-4,60800
2002,2012,1794,1794,5,3,2,78231,13,95746,13,23936,13,33000,13,23738,14,-4,28819
1998,2008,1795,1795,5,3,2,230000,20,238000,20,245200,20,269000,20,279000,20,-4,312000
2002,2012,1796,1796,1,3,1,-5,-5,-5,-5,20000,12,-5,-5,-5,-5,-4,-3
2004,2014,1797,1797,5,3,2,-5,-5,19816,9,13204,9,15000,9,14000,9,-4,-3
2004,2012,1798,1798,5,3,2,29600,15,37500,15,36000,15,42000,15,43500,15,-4,45000
2004,2014,1799,1799,5,3,2,3600,13,457,13,107200,13,7200,13,155000,13,-4,260000
2000,2010,1800,1800,5,3,2,-5,-5,40000,13,-2,13,-2,13,82000,13,-4,80000
-4,-4,1801,1801,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,1802,1801,1,3,1,26013,12,23113,12,31620,12,30816,12,52898,12,-4,-3
2002,2012,1803,1803,5,3,2,78500,19,95400,19,93600,19,87350,19,97000,19,-4,147000
2000,2010,1804,1804,5,3,2,116000,17,102200,17,108500,17,99300,17,100800,17,-4,137000
2004,2014,1805,1804,1,3,1,55000,12,44466,12,-2,12,64284,12,97000,12,-4,95200
2000,-4,1806,1806,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,250000,12,-5,-5
-4,2010,1807,1807,4,1,1,-5,-5,93000,14,62000,14,-1,14,-2,14,-5,-5
1998,2008,1808,1808,5,3,2,202000,16,175000,16,190000,16,230000,16,-5,-5,-4,-3
2002,2010,1809,1808,1,3,1,140020,13,88020,13,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,1810,1808,1,3,1,120200,13,150200,13,497763,13,595986,13,255600,13,-4,266000
2004,2014,1811,1811,4,1,1,117000,9,100000,9,-2,9,82000,9,-5,-5,-4,115000
2006,2014,1812,1811,4,1,1,32000,9,-5,-5,43000,9,83000,9,89000,9,-4,95000
2004,2012,1813,1813,1,3,1,20796,11,-2,11,9600,11,0,11,-5,-5,-5,-5
-4,-4,1814,1814,8,1,2,55700,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2012,1815,1814,8,1,2,56011,12,85000,12,103020,12,65000,12,78000,12,-4,154000
2002,2012,1816,1816,8,1,2,0,9,2544,9,2400,9,-5,-5,-5,-5,-4,0
2004,2014,1817,1817,4,1,1,-5,-5,-5,-5,0,12,40000,12,15000,12,-4,14000
-4,-4,1818,1818,8,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2012,1819,1819,4,1,1,34000,15,25000,15,28000,15,42000,15,42000,15,-4,38000
1998,2008,1820,1820,4,1,1,12270,8,13742,8,18492,8,12234,8,28124,8,-4,15168
-4,-4,1821,1821,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,1822,1822,4,1,1,-5,-5,-5,-5,950,11,11460,11,11880,11,-4,11880
2006,2014,1823,1822,4,1,1,10116,9,9720,12,10032,12,11832,12,10692,12,-4,-3
1998,2008,1824,1824,8,1,2,41000,9,39200,9,38300,9,14000,9,40000,9,-4,0
1998,2008,1825,1825,8,1,2,-2,12,0,12,-2,12,-1,12,0,12,16,-3
2002,2010,1826,1826,6,3,2,162640,12,95000,12,84985,12,302360,12,15760,12,-4,209872
2004,2012,1827,1827,2,3,1,-2,12,57000,12,-2,12,20800,12,14000,12,-4,12000
2004,2014,1828,1827,6,3,2,0,12,28000,12,34450,12,33000,12,20000,12,-4,39960
2002,2010,1829,1829,7,2,2,18984,13,7680,13,13200,13,-2,13,776,13,-4,10920
2006,-4,1830,1829,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2006,-4,1831,1829,7,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,1832,1829,7,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,1833,1833,8,1,2,23000,9,26000,9,16000,9,21000,9,13000,9,-4,24000
-4,-4,1834,1834,8,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2010,1835,1835,4,1,1,-2,12,75000,12,55000,12,60000,12,65000,12,-4,73000
2004,2016,1836,1835,4,1,1,-2,14,-5,-5,1935,14,-5,-5,-2,14,-4,-3
1998,2008,1837,1835,4,1,1,31000,13,87000,13,75000,13,-2,13,89200,13,-4,0
2002,2012,1838,1838,8,1,2,38000,12,31115,12,33000,12,30170,12,42000,12,-4,48000
2006,2014,1839,1838,8,1,2,33000,12,38444,12,-2,12,-2,12,37000,12,-4,37200
2002,2010,1840,1840,8,1,2,14400,12,-2,12,10464,12,10236,12,-5,-5,-5,-5
2002,2012,1841,1841,5,3,2,93000,20,81550,20,96000,20,105000,20,100000,20,-4,108500
2002,2012,1842,1842,5,3,2,139500,16,-2,16,191300,16,-2,16,325800,16,-4,320100
1998,2008,1843,1843,1,3,1,454737,17,440692,17,-5,-5,-5,-5,-5,-5,-4,-3
1998,2008,1844,1843,5,3,2,-2,18,-2,18,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1845,1845,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,1846,1846,2,3,1,454737,18,440692,18,497763,18,-5,-5,-5,-5,-5,-5
2000,2010,1847,1847,8,1,2,81600,14,86000,14,89000,14,235000,14,107000,14,-4,112000
2002,2012,1848,1847,8,1,2,17375,13,21000,13,0,13,0,13,0,13,-4,0
2004,-4,1849,1849,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1850,1850,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,1851,1851,4,1,1,16164,14,13479,14,34992,14,21276,14,15526,14,-4,18648
-4,-4,1852,1852,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2010,1853,1853,5,3,2,70000,12,70000,12,40000,12,96000,12,-5,-5,-5,-5
2004,2014,1854,1854,1,3,1,154000,18,142000,18,150000,18,153005,18,171000,18,-4,175000
2002,2012,1855,1855,1,3,1,31006,12,22955,12,42000,12,57392,12,65000,12,-4,41000
2002,-4,1856,1856,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1857,1857,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,1858,1857,5,3,2,150500,18,157000,18,156000,18,162000,18,164000,18,-4,197800
1998,2008,1859,1859,1,3,1,31000,12,38690,12,62000,12,-5,-5,-5,-5,-5,-5
2004,2014,1860,1859,5,3,2,32000,12,22000,12,89000,12,75000,12,46000,12,-4,54600
-4,-4,1861,1861,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,1862,1862,5,3,2,102500,12,97520,12,70900,12,84900,12,55400,12,-4,48400
2000,2010,1863,1863,5,3,2,41000,12,60000,12,54800,12,29000,12,66000,12,-4,71000
-4,-4,1864,1864,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,1865,1865,5,3,2,90000,12,99500,12,92000,12,68729,12,63000,12,-4,74560
2002,2010,1866,1866,5,3,2,7195,12,49400,12,33400,12,44400,12,42000,12,-4,22000
2004,2012,1867,1866,1,3,1,65500,12,63000,12,79064,12,83833,12,101622,12,-4,114194
1998,2008,1868,1868,5,3,2,34000,13,51000,13,131000,13,30000,13,139000,13,-4,115000
2004,2014,1869,1868,1,3,1,36057,12,80680,12,43400,12,128800,12,37024,12,-4,31090
2002,2010,1870,1870,5,3,2,65000,14,50000,14,49000,14,62000,14,65000,14,-4,70007
-4,2008,1871,1871,5,3,2,59400,12,32316,12,36000,12,43432,12,-5,-5,-5,-5
2000,2010,1872,1872,1,3,1,46000,12,70507,12,64582,12,56000,12,96039,12,-5,-5
2004,2014,1873,1872,1,3,1,21000,12,24000,12,-2,12,60000,12,44000,12,-4,60000
-4,-4,1874,1874,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2010,1875,1875,1,3,1,23140,18,176000,18,185000,18,237000,18,245000,18,-4,230000
1998,2008,1876,1876,5,3,2,73420,15,25004,15,35500,15,24500,15,46000,15,-4,-3
-4,-4,1877,1877,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,1878,1878,5,3,2,80000,12,84000,12,65400,12,12000,12,15000,12,-4,91000
-4,-4,1879,1879,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,1880,1880,5,3,2,125000,20,88095,20,100200,20,147750,20,-2,20,-4,92500
2002,2012,1881,1880,1,3,1,-2,12,-2,12,-2,12,52000,12,-2,12,-4,65020
-4,-4,1882,1882,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,1883,1882,5,3,2,0,12,27484,12,25140,12,14196,12,11176,12,-4,22000
2004,2014,1884,1884,1,3,1,-2,12,-2,12,11842,12,10800,12,11760,12,-4,14064
2000,2010,1885,1884,5,3,2,122100,16,133050,16,114220,16,116000,16,121000,16,-4,123000
2000,2016,1886,1886,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,140000,18,-4,68190
2002,2010,1887,1887,1,3,1,-2,12,20000,12,50000,12,20000,12,17000,12,-5,-5
2002,2012,1888,1887,5,3,2,51000,12,30262,12,-2,12,10000,12,25825,12,-4,25000
2004,2012,1889,1887,1,3,1,61243,13,47000,13,56325,13,48000,13,52000,13,-4,49675
2004,2014,1890,1887,1,3,1,29000,12,44000,12,39000,12,35000,12,36515,12,-4,112000
2000,2010,1891,1891,2,3,1,60268,12,70491,12,66702,12,60000,12,59000,12,-4,63821
-4,-4,1892,1891,6,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,-4,1893,1893,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,2012,1894,1894,1,3,1,17000,14,17440,14,-2,14,38500,14,44000,14,-4,-3
2000,2010,1895,1895,1,3,1,101200,14,102400,14,114204,14,129099,14,124000,14,-4,138000
2002,2010,1896,1895,5,3,2,89000,18,114600,18,98816,18,65300,18,81300,18,-4,105040
-4,-4,1897,1897,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,-4,1898,1898,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2010,1899,1899,1,3,1,58805,12,63480,12,82220,12,-2,12,66610,12,-4,25000
1998,-4,1900,1900,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,1901,1900,1,3,1,40250,12,80000,12,73000,12,104000,12,70000,12,-4,70000
2004,2014,1902,1900,5,3,2,-2,12,135000,12,168000,12,-2,12,-2,12,-4,154400
-4,-4,1903,1903,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,1904,1903,5,3,2,79015,12,72100,12,80000,12,-2,12,87000,12,-5,-5
2004,2014,1905,1903,5,3,2,101000,12,110500,12,-5,-5,140000,12,147000,12,-4,122000
2000,2010,1906,1906,5,3,2,454737,18,440692,18,497763,18,161000,18,161000,18,-4,164400
-4,-4,1907,1907,6,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1908,1907,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,1909,1909,1,3,1,89600,13,-2,13,110070,13,-1,13,127500,13,-4,-3
2002,2010,1910,1910,1,3,1,60000,12,40404,12,68710,12,58732,12,-2,12,-4,65000
2004,2012,1911,1911,1,3,1,103075,12,107650,12,123300,12,129900,12,135085,12,-4,139307
2002,2012,1912,1912,5,3,2,149666,14,96450,14,85000,14,123000,14,190000,14,-4,170000
2006,2014,1913,1912,5,3,2,69500,14,89092,14,126150,14,66696,14,54478,14,-4,86672
1998,2008,1914,1914,1,3,1,90500,19,101600,19,105100,19,110000,19,110200,19,-4,120020
2002,2010,1915,1914,5,3,2,454737,16,440692,16,116076,16,-5,-5,224000,16,-4,240000
2004,-4,1916,1914,1,3,1,170020,19,180000,19,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,1917,1917,1,3,1,118000,12,129000,12,122000,12,126000,12,-5,-5,-4,75000
2002,2010,1918,1918,1,3,1,79600,12,96300,12,91300,12,25665,12,-2,12,-4,41000
2004,2014,1919,1918,1,3,1,-2,14,-2,14,36200,14,40000,14,40100,14,-4,-3
2006,2014,1920,1920,1,3,1,-2,14,201694,14,-2,14,0,14,-2,14,-4,400
2000,2008,1921,1921,5,3,2,35000,13,22000,13,186000,13,39000,13,13000,13,-4,8000
-4,-4,1922,1922,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1923,1922,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,1924,1924,1,3,1,135500,16,-2,16,169400,16,-5,-5,-5,-5,-5,-5
2002,2012,1925,1925,1,3,1,75000,12,39116,12,58000,12,82000,12,95000,12,-4,101000
1998,2008,1926,1926,5,3,2,122000,12,116500,12,99000,12,89263,12,-5,-5,-5,-5
2002,2012,1927,1926,5,3,2,58348,12,73500,12,70000,12,66003,12,94248,12,-4,89300
1998,2008,1928,1928,6,3,2,49000,8,0,8,-2,8,-5,-5,-5,-5,-5,-5
1998,2008,1929,1929,5,3,2,454737,14,96000,14,97000,14,106890,14,108244,14,-4,108428
2002,2012,1930,1929,1,3,1,97500,16,92450,16,89000,16,97000,16,107500,16,-4,111000
2004,2012,1931,1931,1,3,1,0,12,5700,12,46000,12,45500,12,45000,12,-4,48000
2004,2014,1932,1931,5,3,2,10824,12,12432,12,10320,12,12380,12,10812,12,-4,-3
-4,-4,1933,1933,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,115400
-4,-4,1934,1933,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,1935,1935,5,3,2,61020,16,62000,16,52300,16,56000,16,56025,16,-4,60000
2000,2008,1936,1935,5,3,2,85000,15,65000,15,59000,15,75000,15,84000,15,-4,-3
2000,2010,1937,1935,5,3,2,190000,16,2000,16,497763,16,595986,16,922631,16,-4,766958
2002,2012,1938,1935,5,3,2,100000,15,150000,15,65000,15,71000,15,75000,15,-4,134000
-4,-4,1939,1939,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,1940,1940,6,3,2,2400,12,9552,12,0,12,11652,12,3952,12,-4,0
-4,-4,1941,1941,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,1942,1941,5,3,2,256200,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1943,1943,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2006,2010,1944,1944,2,3,1,115100,14,-2,14,130060,14,-5,-5,65000,14,-5,-5
-4,-4,1945,1944,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,2012,1946,1946,1,3,1,-5,-5,-5,-5,20000,12,-5,-5,-5,-5,-5,-5
2002,2012,1947,1946,5,3,2,-2,12,56000,12,55000,12,-5,-5,-5,-5,-5,-5
2004,2014,1948,1948,5,3,2,454737,12,0,12,497763,12,150800,12,-5,-5,-5,-5
1998,-4,1949,1949,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,1950,1949,1,3,1,-2,16,-2,16,-2,16,-2,16,60923,16,-4,-3
2002,2012,1951,1951,5,3,2,97000,18,74000,18,60000,18,62000,18,70000,18,-4,90000
2004,2014,1952,1951,1,3,1,160000,17,85980,17,16816,17,20200,17,100000,17,-4,60000
2004,2014,1953,1953,5,3,2,-2,19,237000,19,249000,19,300000,19,310000,19,-4,128000
2002,2012,1954,1954,5,3,2,92500,16,120500,16,139000,16,129500,16,128000,16,-4,144000
2004,2012,1955,1955,1,3,1,172200,14,67980,14,68376,14,80964,14,84940,14,-4,87940
-4,-4,1956,1956,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,1957,1956,1,3,1,207616,12,70000,12,63400,12,81648,12,96623,12,-4,36320
2000,2010,1958,1958,1,3,1,152000,15,55000,15,52250,15,55500,15,67000,15,-4,86020
2002,2010,1959,1959,1,3,1,30000,12,31000,12,25000,12,36400,12,37500,12,-4,24000
2004,2014,1960,1959,5,3,2,70100,12,70510,12,67200,12,72512,12,79854,12,-4,72000
1998,2010,1961,1961,1,3,1,-5,-5,125800,12,100100,12,-2,12,119000,12,-4,120000
2000,2010,1962,1961,5,3,2,-5,-5,128000,12,120000,12,130080,12,119050,12,-4,128100
2002,2012,1963,1963,1,3,1,101400,12,105000,12,112300,12,118870,12,120000,12,-4,135000
1998,2008,1964,1964,1,3,1,54800,12,56600,12,46000,12,19460,12,-2,12,-4,-3
2002,2010,1965,1964,5,3,2,65000,12,51320,12,38785,12,63000,12,50480,12,-4,100000
2002,2012,1966,1966,1,3,1,-2,12,67000,12,62040,12,52727,12,50302,12,-4,51744
2004,2012,1967,1966,5,3,2,50050,16,103075,16,106000,16,111720,16,120000,16,-4,139000
-4,-4,1968,1968,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1969,1968,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,1970,1970,1,3,1,-2,16,-2,16,40000,16,42000,16,20000,17,-4,-3
2004,2016,1971,1971,1,3,1,71500,12,67065,12,-5,-5,-5,-5,110200,12,-4,129058
2006,2014,1972,1972,7,2,2,60000,16,65000,16,-2,16,76000,16,82000,16,-4,72000
-4,-4,1973,1973,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,-4,1974,1974,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,1975,1975,1,3,1,43850,12,36542,12,32000,12,34000,12,970,12,-4,2328
2002,2012,1976,1976,5,3,2,-2,16,150000,18,-2,18,215000,18,260000,18,-4,289000
2004,-4,1977,1977,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,1978,1977,1,3,1,47556,14,29423,14,97651,14,97057,14,87004,14,-5,-5
1998,2008,1979,1979,1,3,1,84325,14,82321,14,106500,14,-5,-5,60473,14,-4,75034
2000,2010,1980,1979,5,3,2,100100,12,91000,12,90000,12,-2,12,0,12,-4,118000
-4,-4,1981,1981,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,1982,1981,5,3,2,-2,12,92000,12,-5,-5,-5,-5,30000,12,-4,-3
-4,-4,1983,1983,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,1984,1984,1,3,1,-2,12,-2,12,8400,12,-2,12,-2,12,-4,0
2002,2012,1985,1984,5,3,2,79150,12,84000,12,101500,12,82610,12,95690,12,-4,97010
2004,2014,1986,1986,5,3,2,25336,14,114534,14,-1,14,-2,14,-2,14,-4,-3
2000,-4,1987,1986,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,1988,1988,1,3,1,77000,12,84000,12,84500,12,80000,12,85000,12,-4,90000
-4,-4,1989,1988,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,1990,1990,5,3,2,106500,12,116400,12,123000,12,70824,12,74460,12,-4,-3
-4,-4,1991,1991,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,1992,1991,1,3,1,78576,13,-2,13,103834,13,151000,13,110500,13,-4,115000
2000,2008,1993,1993,5,3,2,16900,14,22000,14,23000,14,20000,14,27000,14,-4,11445
2000,2008,1994,1994,5,3,2,21500,13,22000,13,-2,13,-5,-5,104984,13,-4,115000
2002,2012,1995,1995,5,3,2,43000,15,51020,15,62000,15,55000,15,-5,-5,-4,20000
1998,2008,1996,1996,1,3,1,32000,12,38000,12,37500,12,-5,-5,-5,-5,-5,-5
2002,2012,1997,1996,5,3,2,75000,12,-2,12,84185,12,134000,12,-2,12,-4,-3
2006,2012,1998,1996,1,3,1,39431,12,49800,12,95824,12,99300,12,117800,12,-4,149900
2004,2014,1999,1999,5,3,2,55100,19,112400,19,124600,19,112500,19,70000,19,-4,92550
2002,2010,2000,2000,1,3,1,112198,12,132668,12,-2,12,147436,12,127400,12,-4,125500
2004,2012,2001,2000,1,3,1,16768,12,16488,12,17512,12,0,12,-2,12,-4,-3
2002,2012,2002,2000,5,3,2,2000,12,15670,12,7900,12,13060,12,11652,12,-4,-3
2002,2010,2003,2000,5,3,2,8000,12,0,12,-2,12,14144,12,9984,12,-4,1200
2000,2010,2004,2004,5,3,2,-2,16,440692,16,497763,16,595986,16,334600,16,-4,249600
2004,2014,2005,2004,1,3,1,85150,16,93100,16,99020,16,105040,16,107010,16,-4,115010
2002,2012,2006,2006,1,3,1,454737,16,250500,16,497763,16,595986,16,922631,16,-5,-5
2002,2012,2007,2007,1,3,1,191000,15,-2,16,110000,16,255000,16,255000,16,-4,766958
2002,-4,2008,2008,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,2009,2008,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,2010,2010,1,3,1,226000,19,262500,19,172000,19,186805,19,240000,19,-4,240000
2000,2010,2011,2011,5,3,2,28671,16,29560,16,10000,16,62725,16,66531,16,-4,68527
2000,2010,2012,2012,5,3,2,59536,12,55020,12,56000,12,74050,12,40856,12,-4,40242
2000,2010,2013,2013,5,3,2,65530,12,65300,12,69807,12,83000,12,122647,12,-4,147771
2002,2010,2014,2014,1,3,1,87050,12,97100,12,93000,12,100000,12,92000,12,-4,115000
2006,2014,2015,2015,2,3,1,33096,13,38044,13,42080,13,7200,13,-5,-5,-4,42500
2002,2012,2016,2016,5,3,2,111100,17,110200,17,-2,17,-2,17,140000,17,-4,148000
2004,2014,2017,2016,5,3,2,128800,19,125000,19,148000,19,52000,19,53000,19,-4,55000
2000,2010,2018,2018,1,3,1,49128,12,48000,12,50800,12,0,12,57000,12,-4,130000
2002,-4,2019,2018,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,2020,2018,1,3,1,42000,12,75000,12,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,2021,2021,5,3,2,57030,12,-2,12,60000,12,71000,12,69000,12,-4,73000
2006,2014,2022,2022,1,3,1,100000,12,44800,12,245600,12,259000,12,235000,12,-4,766958
2000,2010,2023,2022,1,3,1,24960,12,14608,12,13908,12,23316,12,16922,12,-4,15792
2000,2010,2024,2024,1,3,1,65000,15,65000,15,81000,15,112000,15,105000,15,-4,130000
2000,2010,2025,2025,1,3,1,0,13,11000,13,-2,13,-5,-5,25000,13,-4,36000
2002,2012,2026,2026,1,3,1,84000,13,99576,13,89656,13,98600,13,99800,13,-4,50706
2000,2008,2027,2027,5,3,2,30480,19,27000,19,15300,19,27912,19,50808,19,-4,51312
2002,-4,2028,2028,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2010,2029,2029,2,3,1,130000,20,-2,20,171810,20,-5,-5,-5,-5,-5,-5
1998,2008,2030,2029,6,3,2,75500,18,-2,18,86000,18,90000,18,-2,18,-4,71900
2004,2014,2031,2031,1,3,1,21406,11,-2,11,46225,11,-2,12,39511,12,-4,45440
2004,2014,2032,2031,1,3,1,31000,12,33000,12,37000,12,37000,12,42000,12,-4,45000
2004,2014,2033,2033,1,3,1,150000,12,125000,12,140000,12,130000,12,124000,12,-4,125000
2002,2010,2034,2034,1,3,1,86380,16,87711,16,96224,16,73755,16,113872,16,-4,115260
2006,2014,2035,2034,5,3,2,-2,12,64000,12,70810,12,72456,12,68484,12,-4,97156
-4,2010,2036,2036,5,3,2,-5,-5,-1,14,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,2037,2037,6,3,2,27000,19,55000,19,-2,19,70000,19,80100,19,-4,65000
2002,2012,2038,2038,1,3,1,197000,18,195000,18,199000,18,207000,18,-2,18,-4,240000
-4,-4,2039,2039,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,2040,2040,1,3,1,13024,14,8711,14,10723,14,11828,14,11484,14,-4,6445
2004,2014,2041,2040,1,3,1,30683,14,15351,14,18580,14,57,14,50,14,-4,0
2002,2012,2042,2042,5,3,2,104000,18,96100,18,110000,18,120000,18,119000,18,-4,127200
1998,2008,2043,2043,2,3,1,82012,17,90000,17,79000,17,84500,17,93000,17,-4,-3
-4,-4,2044,2044,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2006,2014,2045,2044,1,3,1,62880,12,-2,12,44000,12,34000,12,78000,12,-4,104000
